12:2.035;ID:1;1;n; 1163; 413; 23519592; 98766; 23232182; 386841; 0
14:43.895;ID:12;12;100; 273; 44; 209646; 27445; 28743117; 190971; 3
14:43.895;ID:13;13;100; 305; 42; 208385; 29616; 28739761; 194327; 3
14:43.948;ID:15;15;99; 325; 44; 194702; 31766; 28737519; 196569; 3
14:43.967;ID:2;2;100; 1267; 665; 310281; 107908; 28432344; 501752; 1
14:44.182;ID:3;3;100; 1230; 593; 268014; 105648; 28426155; 507941; 1
14:44.216;ID:9;9;99; 740; 75; 210602; 65062; 28680598; 253499; 3
14:44.292;ID:4;4;99; 1215; 509; 259268; 103957; 28446511; 487585; 2
14:44.363;ID:7;7;99; 1186; 588; 254466; 102407; 28449994; 484102; 2
14:44.439;ID:5;5;100; 1531; 383; 259983; 129079; 28448200; 485896; 2
14:44.469;ID:10;10;100; 305; 37; 213916; 29567; 28741851; 192237; 3
14:44.592;ID:11;11;100; 260; 31; 214486; 26344; 28748374; 185715; 3
14:44.651;ID:6;6;100; 1279; 607; 268856; 109020; 28443279; 490817; 2
14:44.717;ID:14;14;99; 340; 54; 192900; 33148; 28732327; 201762; 3
14:44.884;ID:8;8;99; 733; 78; 205732; 65877; 28682112; 251984; 3
