0;3;87;1
0;2;137;1
0;7;200;2
0;6;221;2
0;15;261;3
0;5;262;2
0;13;316;3
0;14;324;3
0;11;351;3
0;10;409;3
0;4;434;2
0;12;460;3
0;8;536;3
0;9;595;3
1;3;80;1
1;2;127;1
1;4;179;2
1;7;192;2
1;9;211;3
1;15;253;3
1;5;254;2
1;8;278;3
1;14;319;3
1;11;343;3
1;10;400;3
1;6;463;2
1;13;558;3
1;12;702;3
2;3;74;1
2;2;121;1
2;4;172;2
2;7;185;2
2;9;204;3
2;15;246;3
2;5;247;2
2;8;271;3
2;14;312;3
2;11;336;3
2;10;393;3
2;6;456;2
2;13;551;3
2;12;695;3
3;3;64;1
3;2;114;1
3;4;164;2
3;7;177;2
3;9;196;3
3;5;239;2
3;15;241;3
3;8;263;3
3;14;304;3
3;11;328;3
3;10;385;3
3;6;448;2
3;13;543;3
3;12;687;3
4;3;58;1
4;2;104;1
4;4;156;2
4;7;169;2
4;9;188;3
4;5;231;2
4;15;233;3
4;8;255;3
4;14;296;3
4;11;320;3
4;10;377;3
4;6;440;2
4;13;535;3
4;12;679;3
5;3;48;1
5;2;94;1
5;4;148;2
5;7;161;2
5;9;180;3
5;5;223;2
5;15;225;3
5;8;247;3
5;14;288;3
5;11;312;3
5;10;369;3
5;6;432;2
5;13;527;3
5;12;671;3
6;3;41;1
6;2;88;1
6;4;139;2
6;9;172;3
6;6;174;2
6;5;215;2
6;8;239;3
6;13;268;3
6;11;304;3
6;10;361;3
6;7;403;2
6;15;467;3
6;14;530;3
6;12;537;3
7;3;35;1
7;2;82;1
7;4;132;2
7;7;146;2
7;9;164;3
7;5;208;2
7;15;210;3
7;8;232;3
7;14;273;3
7;11;297;3
7;10;354;3
7;6;416;2
7;13;511;3
7;12;655;3
8;3;25;1
8;2;75;1
8;4;124;2
8;7;141;2
8;9;160;3
8;5;200;2
8;15;202;3
8;8;223;3
8;14;265;3
8;11;288;3
8;10;346;3
8;6;412;2
8;13;503;3
8;12;647;3
9;2;65;1
9;4;116;2
9;3;143;1
9;9;152;3
9;5;192;2
9;8;215;3
9;7;258;2
9;11;280;3
9;15;319;3
9;10;338;3
9;14;382;3
9;6;404;2
9;13;495;3
9;12;639;3
10;2;59;1
10;4;105;2
10;3;133;1
10;9;144;3
10;5;184;2
10;8;211;3
10;7;250;2
10;11;272;3
10;15;311;3
10;10;330;3
10;14;374;3
10;6;396;2
10;13;487;3
10;12;631;3
11;2;49;1
11;4;100;2
11;3;127;1
11;9;135;3
11;5;176;2
11;8;203;3
11;7;242;2
11;11;264;3
11;15;303;3
11;10;322;3
11;14;366;3
11;6;387;2
11;13;479;3
11;12;626;3
12;2;42;1
12;4;92;2
12;3;117;1
12;9;127;3
12;5;168;2
12;8;194;3
12;7;234;2
12;11;256;3
12;15;295;3
12;10;314;3
12;14;358;3
12;6;379;2
12;13;471;3
12;12;493;3
13;2;35;1
13;4;84;2
13;3;110;1
13;9;119;3
13;5;160;2
13;8;186;3
13;7;226;2
13;11;251;3
13;15;283;3
13;10;306;3
13;14;350;3
13;6;371;2
13;13;463;3
13;12;485;3
14;2;26;1
14;4;77;2
14;3;104;1
14;9;112;3
14;5;153;2
14;8;179;3
14;7;219;2
14;11;244;3
14;15;280;3
14;10;299;3
14;14;343;3
14;6;364;2
14;13;456;3
14;12;478;3
15;3;98;1
15;2;144;1
15;4;194;2
15;7;211;2
15;9;229;3
15;5;270;2
15;15;271;3
15;8;296;3
15;14;335;3
15;6;356;2
15;11;361;3
15;10;416;3
15;13;451;3
15;12;595;3
16;3;88;1
16;2;134;1
16;4;186;2
16;7;202;2
16;9;221;3
16;5;262;2
16;15;263;3
16;8;288;3
16;14;327;3
16;6;348;2
16;11;353;3
16;10;407;3
16;13;443;3
16;12;587;3
17;3;81;1
17;2;128;1
17;4;178;2
17;7;194;2
17;9;210;3
17;5;254;2
17;15;255;3
17;8;280;3
17;14;319;3
17;6;340;2
17;11;345;3
17;10;399;3
17;13;435;3
17;12;579;3
18;3;71;1
18;2;121;1
18;4;169;2
18;7;186;2
18;9;205;3
18;5;246;2
18;15;247;3
18;8;272;3
18;14;311;3
18;6;332;2
18;11;337;3
18;10;391;3
18;13;427;3
18;12;571;3
19;3;64;1
19;2;111;1
19;4;161;2
19;7;175;2
19;9;197;3
19;6;199;2
19;5;238;2
19;15;239;3
19;8;264;3
19;13;294;3
19;14;303;3
19;11;329;3
19;10;383;3
19;12;438;3
20;3;58;1
20;2;105;1
20;4;154;2
20;7;171;2
20;9;190;3
20;5;231;2
20;15;232;3
20;8;257;3
20;14;296;3
20;6;317;2
20;11;322;3
20;10;376;3
20;13;412;3
20;12;556;3
21;3;48;1
21;2;98;1
21;4;146;2
21;7;163;2
21;9;182;3
21;5;223;2
21;15;224;3
21;8;249;3
21;14;288;3
21;6;309;2
21;11;314;3
21;10;368;3
21;13;404;3
21;12;544;3
22;3;42;1
22;2;88;1
22;4;138;2
22;7;155;2
22;9;174;3
22;5;215;2
22;15;216;3
22;8;241;3
22;14;280;3
22;6;301;2
22;11;306;3
22;10;360;3
22;13;396;3
22;12;540;3
23;3;32;1
23;2;78;1
23;4;130;2
23;7;147;2
23;9;166;3
23;5;207;2
23;15;208;3
23;8;232;3
23;14;272;3
23;6;293;2
23;11;298;3
23;10;352;3
23;13;384;3
23;12;406;3
24;2;72;1
24;4;122;2
24;3;150;1
24;9;157;3
24;5;199;2
24;8;224;3
24;7;264;2
24;11;290;3
24;15;325;3
24;10;347;3
24;14;389;3
24;6;410;2
24;13;501;3
24;12;523;3
25;2;66;1
25;4;115;2
25;3;144;1
25;9;150;3
25;5;192;2
25;8;217;3
25;7;257;2
25;11;283;3
25;15;318;3
25;10;340;3
25;14;382;3
25;6;403;2
25;13;497;3
25;12;641;3
26;2;59;1
26;3;134;1
26;5;184;2
26;4;232;2
26;7;249;2
26;9;267;3
26;11;275;3
26;15;310;3
26;10;332;3
26;8;334;3
26;14;374;3
26;6;395;2
26;13;489;3
26;12;633;3
27;2;49;1
27;4;99;2
27;3;127;1
27;9;134;3
27;5;176;2
27;8;201;3
27;7;241;2
27;11;267;3
27;15;302;3
27;10;324;3
27;14;366;3
27;6;387;2
27;13;481;3
27;12;625;3
28;2;43;1
28;4;91;2
28;3;121;1
28;9;126;3
28;5;168;2
28;8;193;3
