12:1.389;ID:1;1;n; 4331; 108; 23265570; 327177; 22831450; 761973; 0
14:44.100;ID:14;14;79; 324; 50; 192708; 31283; 28737803; 196285; 3
14:44.236;ID:3;3;99; 4057; 260; 262481; 311580; 28224629; 709467; 1
14:44.284;ID:5;5;99; 4135; 201; 214685; 317130; 28239521; 694575; 2
14:44.287;ID:15;15;98; 293; 42; 191455; 28978; 28742125; 191963; 3
14:44.340;ID:13;13;99; 370; 53; 197117; 35348; 28728349; 205739; 3
14:44.370;ID:6;6;99; 4463; 209; 223154; 343199; 28201640; 732456; 2
14:44.432;ID:10;10;99; 319; 44; 191056; 30581; 28738009; 196079; 3
14:44.458;ID:4;4;99; 4125; 199; 223219; 316628; 28240214; 693882; 2
14:44.534;ID:2;2;100; 4188; 305; 255711; 322281; 28192944; 741152; 1
14:44.626;ID:11;11;99; 327; 42; 194775; 32434; 28737052; 197036; 3
14:44.686;ID:8;8;99; 295; 41; 193806; 29428; 28740055; 194041; 3
14:44.849;ID:7;7;98; 4420; 230; 230746; 340745; 28199253; 734843; 2
14:44.860;ID:12;12;21; 297; 56; 185543; 30173; 28743530; 190558; 3
14:44.869;ID:9;9;99; 400; 59; 189858; 38603; 28723883; 210213; 3
