12:1.253;ID:1;1;n; 708; 206; 23530846; 62047; 23330223; 263200; 0
14:43.966;ID:2;2;100; 791; 330; 231277; 69421; 28577504; 356592; 1
14:44.182;ID:3;3;100; 777; 300; 249458; 68387; 28593335; 340761; 2
14:44.291;ID:4;4;100; 799; 257; 225550; 70123; 28594778; 339318; 3
14:44.439;ID:5;5;99; 737; 248; 225719; 64621; 28618485; 315611; 4
14:44.650;ID:6;6;99; 387; 49; 193757; 37407; 28727254; 206843; 5
