12:1.420;ID:1;1;n; 693; 109; 23532056; 60889; 23342024; 251399; 0
14:44.021;ID:3;3;100; 797; 303; 233603; 70097; 28582283; 351814; 2
14:44.082;ID:2;2;100; 751; 328; 231422; 65322; 28588057; 346039; 1
14:44.764;ID:5;5;100; 752; 258; 225922; 65650; 28603803; 330293; 4
14:44.820;ID:6;6;100; 312; 42; 192368; 30014; 28740260; 193836; 5
14:44.870;ID:4;4;100; 816; 289; 226174; 72695; 28588169; 345927; 3
