12:1.389;ID:1;1;n; 4331; 107; 23265583; 327177; 22886004; 707419; 0
14:44.236;ID:3;3;100; 4140; 237; 238646; 317236; 28235825; 698271; 2
14:44.284;ID:5;5;100; 4095; 170; 209545; 312820; 28263803; 670293; 4
14:44.370;ID:6;6;100; 315; 48; 192850; 30286; 28737955; 196141; 5
14:44.459;ID:4;4;100; 4121; 212; 228360; 315862; 28244005; 690091; 3
14:44.534;ID:2;2;100; 4091; 266; 233283; 312579; 28233268; 700828; 1
