12:1.035;ID:1;1;n; 4331; 107; 23265594; 327184; 22888439; 704984; 0
14:43.901;ID:6;6;97; 324; 43; 192749; 31203; 28737140; 196956; 5
14:44.178;ID:4;4;98; 4029; 180; 224772; 309469; 28261922; 672174; 3
14:44.312;ID:5;5;97; 3951; 164; 207575; 302124; 28281770; 652326; 4
14:44.680;ID:3;3;99; 4088; 199; 231942; 314069; 28249885; 684211; 2
14:44.753;ID:2;2;100; 4055; 234; 228789; 309268; 28247654; 686442; 1
