12:1.431;ID:1;1;n; 4331; 107; 23265544; 327169; 22889761; 703662; 0
14:43.925;ID:5;5;97; 3955; 155; 207638; 302858; 28285641; 648455; 4
14:43.960;ID:3;3;99; 4016; 200; 228067; 307240; 28262929; 671167; 2
14:44.143;ID:6;6;97; 330; 36; 192652; 31492; 28739636; 194460; 5
14:44.599;ID:2;2;99; 4017; 215; 239805; 306535; 28255363; 678733; 1
14:44.674;ID:4;4;98; 3993; 173; 226976; 306113; 28271322; 662774; 3
