9:3.113;ID:1;1;n; 1221; 397; 17283896; 100037; 17040357; 352237; 0
11:45.324;ID:12;12;100; 261; 35; 154853; 26397; 22553547; 154538; 3
11:45.325;ID:2;2;99; 1133; 554; 226587; 89862; 22244600; 463271; 1
11:45.325;ID:9;9;99; 314; 29; 154150; 27324; 22554520; 153496; 3
11:45.326;ID:8;8;99; 276; 36; 156732; 27609; 22551671; 156377; 3
11:45.328;ID:15;15;99; 278; 33; 154003; 27702; 22552707; 155275; 3
11:45.328;ID:5;5;99; 1225; 478; 210148; 95193; 22288599; 419193; 2
11:45.329;ID:6;6;100; 1238; 504; 215016; 98937; 22281568; 426542; 2
11:45.330;ID:3;3;100; 1152; 569; 228788; 94795; 22246119; 461704; 1
11:45.330;ID:11;11;99; 250; 29; 153057; 25401; 22556759; 151351; 3
11:45.330;ID:14;14;99; 337; 39; 155248; 29375; 22548623; 159460; 3
11:45.331;ID:4;4;99; 1262; 545; 216707; 102574; 22268557; 439333; 2
11:45.333;ID:13;13;100; 310; 41; 155024; 27231; 22551347; 156862; 3
11:45.335;ID:7;7;99; 1196; 686; 217904; 99086; 22252571; 455585; 2
11:45.350;ID:10;10;99; 298; 32; 155037; 23151; 22559640; 148526; 3
