0;3;67;1
0;2;137;1
0;6;161;2
0;12;184;3
0;4;187;2
0;13;239;3
0;5;323;2
0;7;359;2
0;10;365;3
0;11;384;3
0;15;441;3
0;8;443;3
0;14;550;3
0;9;657;3
1;3;57;1
1;7;102;2
1;2;131;1
1;6;154;2
1;12;177;3
1;4;180;2
1;15;184;3
1;13;232;3
1;9;275;3
1;14;293;3
1;8;311;3
1;5;440;2
1;10;483;3
1;11;627;3
2;3;51;1
2;7;94;2
2;2;124;1
2;6;146;2
2;12;169;3
2;15;176;3
2;5;182;2
2;13;224;3
2;10;225;3
2;14;285;3
2;4;297;2
2;11;369;3
2;9;392;3
2;8;428;3
3;3;41;1
3;7;86;2
3;2;114;1
3;6;138;2
3;12;161;3
3;4;164;2
3;15;168;3
3;13;216;3
3;9;259;3
3;14;277;3
3;8;295;3
3;5;424;2
3;10;467;3
3;11;611;3
4;3;34;1
4;7;77;2
4;2;107;1
4;14;144;3
4;4;156;2
4;9;251;3
4;6;255;2
4;12;277;3
4;15;285;3
4;8;287;3
4;13;333;3
4;5;416;2
4;10;459;3
4;11;603;3
5;2;101;1
5;4;148;2
5;9;246;3
5;3;278;1
5;8;278;3
5;6;372;2
5;12;394;3
5;5;408;2
5;13;450;3
5;10;451;3
5;11;595;3
6;2;91;1
6;4;140;2
6;9;238;3
6;3;267;1
6;8;270;3
6;7;311;2
6;6;364;2
6;12;386;3
6;15;394;3
6;5;400;2
6;10;439;3
6;13;442;3
6;11;461;3
6;14;503;3
7;2;82;1
7;4;133;2
7;9;231;3
7;3;262;1
7;8;263;3
7;7;304;2
7;6;357;2
7;12;379;3
7;15;387;3
7;5;393;2
7;13;435;3
7;10;435;3
7;14;492;3
7;11;579;3
8;2;75;1
8;4;124;2
8;9;223;3
8;3;252;1
8;8;255;3
8;7;296;2
8;6;349;2
8;12;371;3
8;15;379;3
8;5;385;2
8;13;427;3
8;10;427;3
8;14;487;3
8;11;571;3
9;2;68;1
9;4;116;2
9;3;120;1
9;7;163;2
9;9;214;3
9;14;229;3
9;8;247;3
9;6;341;2
9;12;363;3
9;15;370;3
9;5;377;2
9;13;419;3
9;10;419;3
9;11;563;3
10;2;61;1
10;4;109;2
10;9;207;3
10;3;238;1
10;8;242;3
10;7;280;2
10;6;333;2
10;12;355;3
10;15;362;3
10;5;369;2
10;13;411;3
10;10;411;3
10;14;471;3
10;11;556;3
11;2;51;1
11;4;100;2
11;9;198;3
11;3;228;1
11;8;234;3
11;7;272;2
11;6;325;2
11;12;347;3
11;15;354;3
11;5;361;2
11;13;403;3
11;10;403;3
11;14;463;3
11;11;548;3
12;2;46;1
12;4;93;2
12;9;191;3
12;3;223;1
12;8;227;3
12;7;265;2
12;6;318;2
12;12;340;3
12;15;347;3
12;5;354;2
12;13;396;3
12;10;396;3
12;14;456;3
12;11;541;3
13;2;36;1
13;4;85;2
13;9;183;3
13;3;213;1
13;8;219;3
13;7;257;2
13;6;310;2
13;15;343;3
13;5;346;2
13;13;388;3
13;10;388;3
13;14;448;3
13;12;457;3
13;11;533;3
14;2;29;1
14;4;81;2
14;3;81;1
14;7;124;2
14;9;175;3
14;6;176;2
14;15;209;3
14;8;211;3
14;5;213;2
14;13;255;3
14;10;255;3
14;14;315;3
14;12;324;3
14;11;400;3
15;3;74;1
15;7;116;2
15;2;147;1
15;6;172;2
15;4;198;2
15;15;201;3
15;13;247;3
15;9;292;3
15;14;307;3
15;12;316;3
15;8;328;3
15;5;330;2
15;10;372;3
15;11;517;3
16;3;64;1
16;7;108;2
16;2;137;1
16;6;163;2
16;4;189;2
16;15;193;3
16;13;239;3
16;9;284;3
16;14;299;3
16;12;308;3
16;8;320;3
16;5;321;2
16;10;364;3
16;11;509;3
17;3;57;1
17;7;99;2
17;2;131;1
17;6;155;2
17;4;181;2
17;15;185;3
17;13;231;3
17;14;291;3
17;12;300;3
17;8;312;3
17;5;313;2
17;10;356;3
17;11;501;3
18;3;52;1
18;7;92;2
18;2;122;1
18;6;148;2
18;4;174;2
18;15;178;3
18;13;223;3
18;9;269;3
18;14;284;3
18;12;292;3
18;5;306;2
18;10;349;3
18;8;430;3
18;11;494;3
19;3;42;1
19;7;84;2
19;2;115;1
19;6;140;2
19;4;166;2
19;15;170;3
19;13;215;3
19;9;261;3
19;14;276;3
19;12;284;3
19;5;298;2
19;10;341;3
19;8;422;3
19;11;486;3
20;3;35;1
20;7;76;2
20;2;108;1
20;6;132;2
20;4;158;2
20;15;162;3
20;13;207;3
20;9;253;3
20;14;268;3
20;12;276;3
20;5;290;2
20;10;332;3
20;8;414;3
20;11;478;3
21;3;25;1
21;7;68;2
21;2;98;1
21;6;124;2
21;4;150;2
21;15;154;3
21;13;199;3
21;9;245;3
21;14;259;3
21;12;268;3
21;5;282;2
21;10;324;3
21;8;406;3
21;11;470;3
22;2;91;1
22;3;143;1
22;7;188;2
22;6;241;2
22;4;267;2
22;15;271;3
22;13;316;3
22;9;362;3
22;14;376;3
22;12;385;3
22;5;399;2
22;10;441;3
22;8;523;3
22;11;587;3
23;2;81;1
23;3;136;1
23;7;180;2
23;6;233;2
23;4;259;2
23;15;263;3
23;13;308;3
23;9;354;3
23;14;368;3
23;12;377;3
23;5;391;2
23;10;433;3
23;8;515;3
23;11;579;3
24;2;76;1
24;4;127;2
24;9;221;3
24;3;252;1
24;8;258;3
24;7;298;2
24;6;351;2
24;15;381;3
24;5;384;2
24;13;426;3
24;10;426;3
24;14;486;3
24;12;495;3
24;11;572;3
25;2;66;1
25;3;121;1
25;7;165;2
25;6;214;2
25;4;244;2
25;15;248;3
25;13;293;3
25;9;338;3
25;14;353;3
25;12;362;3
25;5;376;2
25;10;418;3
25;8;500;3
25;11;564;3
26;2;59;1
26;4;111;2
26;3;111;1
26;9;205;3
26;6;210;2
26;8;241;3
26;12;354;3
26;5;368;2
26;10;410;3
26;11;556;3
26;13;1160;3
27;2;52;1
27;3;104;1
27;7;149;2
27;6;202;2
27;4;227;2
27;15;232;3
27;13;277;3
27;9;322;3
27;14;337;3
27;12;346;3
27;8;358;3
27;5;610;2
27;10;652;3
27;11;798;3
28;2;45;1
28;3;97;1
28;7;141;2
28;6;193;2
28;4;219;2
28;15;224;3
28;13;269;3
28;9;314;3
28;14;329;3
28;12;338;3
28;8;350;3
28;5;476;2
28;10;519;3
28;11;665;3
29;2;37;1
29;4;87;2
29;9;182;3
29;3;213;1
29;8;218;3
29;7;259;2
29;6;311;2
29;15;342;3
29;5;348;2
29;13;387;3
29;10;387;3
29;14;447;3
29;12;455;3
29;11;533;3
30;2;30;1
30;4;78;2
30;9;174;3
30;3;207;1
30;8;209;3
30;7;251;2
30;6;303;2
30;15;330;3
30;5;339;2
30;10;379;3
30;13;382;3
30;14;439;3
