9:2.126;ID:1;1;n; 4331; 109; 17033424; 323773; 16663145; 704111; 0
11:45.115;ID:9;9;99; 337; 39; 154683; 29409; 22547132; 160917; 3
11:45.116;ID:11;11;100; 258; 32; 158748; 26073; 22553678; 154376; 3
11:45.117;ID:10;10;100; 340; 38; 168387; 29618; 22548718; 159392; 3
11:45.119;ID:8;8;1; 279; 34; 138897; 27814; 22559368; 148742; 3
11:45.119;ID:4;4;99; 4191; 229; 183819; 317836; 22042883; 664941; 2
11:45.120;ID:12;12;99; 292; 37; 152107; 28830; 22549904; 158206; 3
11:45.120;ID:5;5;100; 4187; 222; 177481; 310893; 22049013; 658877; 2
11:45.122;ID:14;14;99; 335; 48; 158526; 29148; 22545499; 162677; 3
11:45.123;ID:2;2;100; 4091; 245; 209216; 307019; 22046673; 661290; 1
11:45.123;ID:13;13;99; 322; 29; 155558; 28077; 22553100; 155084; 3
11:45.124;ID:3;3;100; 4048; 243; 210661; 307092; 22047672; 660317; 1
11:45.125;ID:15;15;98; 311; 50; 153440; 31186; 22543670; 164546; 3
11:45.129;ID:7;7;99; 4010; 166; 166931; 304396; 22075785; 632371; 2
11:45.182;ID:6;6;99; 4101; 169; 173230; 305435; 22075707; 631421; 2
