9:8.076;ID:1;1;n; 4331; 107; 16723474; 320377; 16702577; 664608; 0
11:51.070;ID:6;6;0; 316; 46; 139238; 27661; 22556953; 151064; 0
11:51.072;ID:4;4;1; 447; 99; 152916; 34995; 22526198; 181938; 3
11:51.075;ID:2;2;98; 4008; 249; 177991; 297118; 22080819; 627155; 1
11:51.075;ID:3;3;1; 470; 126; 160300; 35028; 22520406; 187593; 2
11:51.162;ID:5;5;1; 419; 68; 151448; 32295; 22536494; 171452; 4
