9:7.785;ID:1;1;n; 718; 210; 16990890; 56122; 17145258; 221998; 0
11:50.774;ID:3;3;100; 807; 296; 207586; 61704; 22406491; 301399; 2
11:50.776;ID:2;2;100; 749; 325; 191404; 55566; 22409157; 298733; 1
11:50.776;ID:6;6;100; 316; 29; 154127; 27490; 22554378; 153604; 5
11:50.779;ID:4;4;100; 779; 275; 186986; 62422; 22417972; 290135; 3
11:50.835;ID:5;5;100; 756; 249; 186622; 58711; 22426176; 281763; 4
