0;2;33;1
0;3;237;2
0;4;622;3
0;5;954;4
0;6;1239;5
1;2;33;1
1;3;237;2
1;4;497;3
1;5;829;4
1;6;1114;5
2;2;33;1
2;3;237;2
2;4;622;3
2;5;954;4
2;6;1239;5
3;2;33;1
3;3;362;2
3;4;747;3
3;5;954;4
3;6;1114;5
4;2;33;1
4;3;362;2
4;4;747;3
4;5;954;4
4;6;1240;5
5;2;33;1
5;3;362;2
5;4;622;3
5;5;829;4
5;6;989;5
6;2;33;1
6;3;237;2
6;4;497;3
6;5;704;4
6;6;989;5
7;2;33;1
7;3;362;2
7;4;622;3
7;5;954;4
7;6;1114;5
8;2;33;1
8;3;237;2
8;4;497;3
8;5;704;4
8;6;989;5
9;2;33;1
9;3;237;2
9;4;497;3
9;5;829;4
9;6;989;5
10;2;33;1
10;3;361;2
10;4;621;3
10;5;828;4
10;6;1113;5
11;2;33;1
11;3;236;2
11;4;496;3
11;5;704;4
11;6;863;5
12;2;33;1
12;3;361;2
12;4;746;3
12;5;953;4
12;6;1238;5
13;2;33;1
13;3;361;2
13;4;621;3
13;5;953;4
13;6;1238;5
14;2;33;1
14;3;361;2
14;4;621;3
14;5;954;4
14;6;1113;5
15;2;33;1
15;3;236;2
15;4;621;3
15;5;953;4
15;6;1238;5
16;2;33;1
16;3;361;2
16;4;621;3
16;5;829;4
16;6;1113;5
17;2;33;1
17;3;236;2
17;4;621;3
17;5;828;4
17;6;1113;5
18;2;33;1
18;3;236;2
18;4;621;3
18;5;828;4
18;6;988;5
19;2;33;1
19;3;361;2
19;4;746;3
19;5;1078;4
19;6;1363;5
20;2;33;1
20;3;236;2
20;4;621;3
20;5;828;4
20;6;1113;5
21;2;33;1
21;3;361;2
21;4;746;3
21;5;1078;4
21;6;1363;5
22;2;33;1
22;3;361;2
22;4;746;3
22;5;1078;4
22;6;1363;5
23;2;33;1
23;3;236;2
23;4;621;3
23;5;953;4
23;6;1113;5
24;2;33;1
24;3;361;2
24;4;621;3
24;5;828;4
24;6;988;5
25;2;33;1
25;3;236;2
25;4;621;3
25;5;954;4
25;6;1113;5
26;2;33;1
26;3;361;2
26;4;746;3
26;5;1078;4
26;6;1363;5
27;2;33;1
27;3;236;2
27;4;621;3
27;5;954;4
27;6;1113;5
28;2;33;1
28;3;236;2
28;4;496;3
28;5;703;4
28;6;988;5
29;2;33;1
29;3;236;2
29;4;621;3
29;5;953;4
29;6;1238;5
30;2;33;1
30;3;236;2
30;4;621;3
30;5;953;4
30;6;1113;5
31;2;33;1
31;3;236;2
31;4;621;3
31;5;953;4
31;6;1238;5
32;2;33;1
32;3;236;2
32;4;496;3
