9:8.149;ID:1;1;n; 747; 221; 16987518; 58460; 17146103; 220982; 0
11:51.139;ID:3;3;99; 802; 290; 186466; 60150; 22420806; 286994; 2
11:51.142;ID:4;4;99; 790; 267; 182307; 62393; 22422824; 285218; 3
11:51.145;ID:2;2;99; 740; 300; 188825; 54731; 22426479; 280682; 1
11:51.151;ID:6;6;98; 343; 43; 155459; 30455; 22546258; 161947; 5
11:51.198;ID:5;5;98; 743; 244; 187742; 57483; 22422902; 285037; 4
