12:1.597;ID:1;1;n; 4331; 108; 23265572; 327173; 22819205; 774218; 0
14:43.916;ID:11;11;99; 297; 50; 194895; 29325; 28739346; 194742; 2
14:44.058;ID:12;12;99; 708; 86; 208815; 62694; 28682260; 251828; 2
14:44.146;ID:13;13;99; 752; 84; 205952; 65908; 28679399; 254689; 2
14:44.184;ID:9;9;100; 320; 47; 189819; 30771; 28737062; 197034; 2
14:44.231;ID:2;2;99; 4056; 210; 219846; 311230; 28230769; 703327; 1
14:44.250;ID:5;5;99; 373; 63; 196947; 35832; 28726433; 207663; 2
14:44.312;ID:6;6;99; 308; 43; 195146; 29778; 28740007; 194089; 2
14:44.373;ID:8;8;100; 333; 46; 190633; 33013; 28734889; 199207; 2
14:44.639;ID:10;10;99; 337; 45; 193799; 32167; 28736067; 198021; 2
14:44.768;ID:4;4;99; 4030; 229; 228521; 309399; 28224494; 709602; 1
14:44.799;ID:3;3;100; 4034; 230; 223752; 308590; 28226145; 707951; 1
14:44.889;ID:7;7;99; 562; 47; 200922; 50635; 28711121; 222975; 2
