hops	PDR_BMRF_BROADCAST_1	CI	Energy_BMRF_BROADCAST_1	CI	Delay_BMRF_BROADCAST_1	CI	PDR_BMRF_UNICAST_1	CI	Energy_BMRF_UNICAST_1	CI	Delay_BMRF_UNICAST_1	CI
1	99.5	0.43826127028829376	0.97464321260375963	0.0084231974868627102	60.098706039991747	21.347769818501071	99.599999999999994	0.32006077842368086	0.4956209410629272	0.0038359252785620246	73.408898989898987	24.655984360420931
2	89.299999999999997	19.234849508020815	0.91881036736907951	0.1168105179983101	335.24431003916715	53.280779814795778	99.599999999999994	0.32006077842368086	0.50893923722076417	0.007704484230550479	142.62956565656566	23.55451287676533
3	89.200000000000003	19.216533718278839	0.90610697162475584	0.11728729637202395	641.00501004575528	61.54666219442538	99.599999999999994	0.32006077842368086	0.49425414374999999	0.0032928687186336014	251.25261616161615	24.153180655456282
4	89.099999999999994	19.197978125837366	0.86994570896759027	0.11135044068769584	898.70498823284402	46.770160048948924	99.5	0.43826127028829376	0.48566693776245123	0.0040467408632340884	345.51824778396207	29.948989782207605
5	98.888888888888886	0.76220821621002699	0.35247851378885903	0.0028433907444636586	1154.1701742511023	36.859367809897321	99.5	0.43826127028829376	0.35114842022094728	0.0033521544553198335	420.84280746237891	37.098002936976286
6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
