hops	PDR_BMRF_BROADCAST_1	CI	Energy_BMRF_BROADCAST_1	CI	Delay_BMRF_BROADCAST_1	CI	PDR_BMRF_UNICAST_1	CI	Energy_BMRF_UNICAST_1	CI	Delay_BMRF_UNICAST_1	CI
1	99.150000000000006	0.41448591657207601	1.0206269958549501	0.0077738292741320603	74.525685131961922	9.0406268470242139	99.849999999999994	0.20916488156505864	0.6750275593643188	0.0066060412968398374	113.2820893101873	20.542541242847562
2	98.375	0.48036891782805924	0.97233408537712107	0.013012541413594203	332.24417012830997	14.274390007423165	99.174999999999997	0.24280799447033985	0.65228443292541505	0.022286360650896397	243.93638462053235	26.099264978333167
3	95.719642857142858	3.1955903568940442	0.38809459987433292	0.018414457550719354	589.26986868836525	15.79696044063428	99.037499999999994	0.36530901826135675	0.3931269721881866	0.023077391239541889	361.43998648220594	28.653543558455794
4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
