9:6.397;ID:1;1;n; 4331; 110; 16669387; 320403; 16637403; 730061; 0
11:49.374;ID:8;8;100; 293; 39; 154650; 23124; 22557997; 149983; 2
11:49.375;ID:12;12;99; 313; 52; 155299; 24357; 22552469; 155517; 2
11:49.377;ID:3;3;100; 4011; 208; 176563; 299404; 22061545; 646516; 1
11:49.377;ID:9;9;100; 307; 41; 156973; 23254; 22557131; 150979; 2
11:49.377;ID:5;5;98; 1132; 110; 176748; 89385; 22448458; 259423; 2
11:49.378;ID:2;2;99; 4019; 188; 178897; 298081; 22073564; 634546; 1
11:49.378;ID:10;10;100; 340; 46; 155692; 24012; 22555190; 152915; 2
11:49.378;ID:6;6;99; 405; 68; 157029; 25315; 22546430; 161674; 2
11:49.379;ID:13;13;5; 696; 81; 150662; 52342; 22514828; 193282; 2
11:49.380;ID:7;7;99; 1089; 109; 178930; 89472; 22447372; 260509; 2
11:49.383;ID:11;11;99; 658; 76; 169434; 58367; 22498439; 209743; 2
11:49.458;ID:4;4;99; 4014; 216; 181968; 301467; 22055246; 652928; 1
