9:0.347;ID:1;1;n; 1660; 794; 17158444; 134714; 16896157; 496444; 0
11:42.557;ID:11;11;100; 268; 37; 155224; 26883; 22552877; 155112; 2
11:42.558;ID:4;4;100; 1506; 764; 239500; 123360; 22109738; 598047; 1
11:42.560;ID:13;13;100; 335; 39; 152883; 29238; 22548111; 159972; 2
11:42.560;ID:8;8;100; 675; 70; 167773; 59660; 22497696; 210377; 2
11:42.561;ID:10;10;100; 322; 36; 154767; 28080; 22550948; 157117; 2
11:42.561;ID:7;7;100; 848; 78; 173104; 73586; 22478391; 229719; 2
11:42.563;ID:5;5;100; 918; 82; 174064; 76082; 22474366; 233744; 2
11:42.563;ID:6;6;100; 748; 73; 170503; 63069; 22494759; 213318; 2
11:42.566;ID:12;12;100; 290; 37; 155744; 28647; 22550089; 158112; 2
11:42.567;ID:9;9;100; 698; 78; 169674; 58499; 22498661; 209510; 2
11:42.567;ID:2;2;100; 1587; 718; 246869; 126682; 22125618; 582589; 1
11:42.572;ID:3;3;100; 1545; 848; 241534; 126403; 22133816; 574350; 1
