9:0.111;ID:1;1;n; 1741; 865; 17148863; 141957; 16905071; 487492; 0
11:42.322;ID:8;8;100; 296; 42; 155748; 29237; 22547938; 160050; 2
11:42.323;ID:5;5;100; 335; 42; 158876; 29134; 22548779; 159329; 2
11:42.323;ID:12;12;98; 661; 73; 166161; 58476; 22499047; 209043; 2
11:42.324;ID:7;7;100; 302; 42; 158260; 29622; 22547579; 160531; 2
11:42.325;ID:13;13;98; 775; 87; 170147; 65293; 22486243; 221860; 2
11:42.326;ID:2;2;100; 1624; 857; 244834; 129669; 22131839; 576270; 1
11:42.326;ID:9;9;100; 316; 49; 156497; 27691; 22549163; 158792; 2
11:42.327;ID:11;11;98; 292; 53; 156004; 29642; 22544122; 163988; 2
11:42.328;ID:10;10;100; 321; 39; 154788; 27923; 22550664; 157446; 2
11:42.330;ID:4;4;98; 1503; 714; 248567; 122826; 22105584; 602407; 1
11:42.330;ID:6;6;100; 345; 42; 157411; 29832; 22547709; 160467; 2
11:42.359;ID:3;3;100; 1549; 870; 243643; 126832; 22111727; 596437; 1
