9:5.697;ID:1;1;n; 1812; 911; 16827020; 144307; 16859338; 536514; 0
11:47.808;ID:4;4;99; 1526; 819; 245126; 124614; 22128527; 579500; 1
11:47.809;ID:13;13;99; 747; 84; 187150; 57439; 22498372; 209518; 2
11:47.810;ID:12;12;99; 1083; 126; 183535; 89515; 22443051; 263533; 2
11:47.810;ID:5;5;96; 1574; 150; 193199; 124042; 22389497; 318393; 2
11:47.810;ID:7;7;96; 1660; 183; 199351; 135875; 22359276; 348541; 2
11:47.812;ID:10;10;99; 1144; 55; 179927; 94332; 22457034; 250949; 2
11:47.814;ID:6;6;97; 2610; 196; 222469; 213897; 22256258; 451598; 2
11:47.814;ID:11;11;99; 1108; 116; 189556; 93023; 22439830; 266857; 2
11:47.817;ID:9;9;99; 1863; 109; 202771; 153721; 22365287; 342687; 2
11:47.818;ID:2;2;97; 1484; 807; 249820; 118078; 22135587; 572608; 1
11:47.818;ID:8;8;100; 1768; 105; 199116; 149736; 22372287; 335694; 2
11:47.931;ID:3;3;100; 1547; 837; 247663; 123302; 22144507; 563658; 1
