8:58.942;ID:1;1;n; 4331; 107; 16942025; 323752; 16671202; 695918; 0
11:41.929;ID:5;5;100; 337; 43; 153198; 29396; 22547743; 160272; 2
11:41.929;ID:11;11;100; 297; 42; 154980; 29204; 22547407; 160571; 2
11:41.930;ID:9;9;99; 323; 42; 159678; 28285; 22548647; 159343; 2
11:41.931;ID:12;12;99; 270; 42; 152219; 27233; 22550221; 157769; 2
11:41.932;ID:6;6;99; 345; 38; 154374; 29849; 22549219; 158891; 2
11:41.933;ID:10;10;100; 369; 46; 158531; 31865; 22544855; 163202; 2
11:41.933;ID:2;2;100; 4082; 197; 180771; 306889; 22049650; 658460; 1
11:41.933;ID:13;13;100; 324; 41; 149015; 28469; 22549148; 158962; 2
11:41.934;ID:7;7;100; 301; 42; 159056; 29627; 22547617; 160493; 2
11:41.935;ID:8;8;100; 271; 38; 147793; 27149; 22550881; 157145; 2
11:41.936;ID:4;4;100; 4037; 221; 182013; 305781; 22045538; 662342; 1
11:41.954;ID:3;3;100; 4033; 213; 178569; 305566; 22043643; 664521; 1
