8:59.566;ID:1;1;n; 4331; 107; 16944106; 323758; 16632942; 734059; 0
11:42.557;ID:11;11;100; 264; 34; 154577; 26452; 22554280; 153709; 2
11:42.558;ID:4;4;100; 4034; 208; 182002; 305696; 22047862; 659923; 1
11:42.560;ID:13;13;100; 340; 43; 155274; 29638; 22546214; 161869; 2
11:42.560;ID:8;8;100; 297; 40; 148814; 29107; 22547179; 160894; 2
11:42.561;ID:10;10;100; 328; 40; 158904; 28564; 22549718; 158347; 2
11:42.561;ID:7;7;99; 879; 98; 174685; 76741; 22469176; 238934; 2
11:42.562;ID:5;5;99; 963; 98; 178540; 79692; 22463011; 245099; 2
11:42.562;ID:6;6;99; 747; 74; 171398; 62990; 22494584; 213493; 2
11:42.566;ID:12;12;100; 288; 37; 156695; 28486; 22550763; 157438; 2
11:42.567;ID:2;2;99; 4055; 205; 187286; 305329; 22054552; 653655; 1
11:42.567;ID:9;9;100; 307; 45; 152073; 26879; 22550766; 157405; 2
11:42.572;ID:3;3;100; 4052; 219; 183951; 307339; 22043090; 665076; 1
