8:58.954;ID:1;1;n; 4331; 107; 16943041; 323754; 16613780; 753108; 0
11:41.950;ID:2;2;99; 4072; 216; 184731; 307017; 22045270; 662700; 1
11:41.950;ID:5;5;98; 299; 39; 154037; 26235; 22553717; 154261; 2
11:41.951;ID:7;7;99; 287; 38; 156933; 28490; 22549712; 158322; 2
11:41.951;ID:12;12;98; 390; 46; 160613; 36890; 22535943; 172035; 2
11:41.953;ID:4;4;99; 4028; 217; 180262; 305745; 22044990; 662793; 1
11:41.953;ID:11;11;99; 280; 42; 157940; 27850; 22550179; 157931; 2
11:41.954;ID:6;6;99; 362; 54; 158724; 31613; 22540714; 167396; 2
11:41.955;ID:9;9;97; 721; 83; 171660; 60416; 22495061; 213043; 2
11:41.955;ID:10;10;95; 308; 39; 151439; 26919; 22551526; 156584; 2
11:41.956;ID:13;13;99; 330; 41; 154143; 28763; 22548033; 160182; 2
11:41.959;ID:8;8;97; 703; 81; 169989; 62688; 22489933; 218254; 2
11:41.990;ID:3;3;97; 3937; 225; 184503; 298965; 22053990; 654174; 1
