8:59.405;ID:1;1;n; 4331; 107; 16944663; 323738; 16620721; 746149; 0
11:42.400;ID:11;11;100; 260; 35; 151725; 26125; 22554569; 153515; 2
11:42.401;ID:4;4;100; 4031; 210; 181868; 305220; 22047956; 659924; 1
11:42.402;ID:12;12;100; 299; 44; 160043; 29363; 22547540; 160570; 2
11:42.402;ID:9;9;98; 334; 45; 158817; 28993; 22548258; 159793; 2
11:42.403;ID:8;8;98; 291; 43; 152920; 28807; 22548823; 159251; 2
11:42.403;ID:13;13;100; 330; 41; 155907; 28917; 22547831; 160177; 2
11:42.404;ID:7;7;98; 698; 73; 165383; 62069; 22494261; 213849; 2
11:42.405;ID:5;5;98; 654; 73; 168258; 54821; 22503458; 204652; 2
11:42.405;ID:10;10;98; 323; 47; 155661; 28252; 22547811; 160193; 2
11:42.406;ID:6;6;98; 727; 82; 170748; 60958; 22493017; 215093; 2
11:42.411;ID:2;2;98; 3987; 194; 183561; 299359; 22062667; 645552; 1
11:42.419;ID:3;3;98; 3987; 219; 180986; 302758; 22047794; 660370; 1
