8:59.735;ID:1;1;n; 1690; 857; 17154257; 137846; 16880711; 511776; 0
11:41.950;ID:2;2;100; 1550; 790; 242135; 123733; 22136845; 571125; 1
11:41.950;ID:5;5;100; 718; 77; 168168; 60645; 22494405; 213573; 2
11:41.951;ID:7;7;100; 684; 73; 168900; 60763; 22496461; 211573; 2
11:41.951;ID:12;12;99; 371; 37; 157383; 35164; 22542380; 165598; 2
11:41.953;ID:4;4;100; 1548; 731; 241004; 126726; 22130501; 577282; 1
11:41.953;ID:11;11;99; 309; 57; 150061; 30980; 22541332; 166778; 2
11:41.954;ID:6;6;100; 739; 77; 169178; 62061; 22493775; 214335; 2
11:41.955;ID:9;9;100; 316; 44; 174977; 27606; 22549875; 158229; 2
11:41.955;ID:10;10;100; 303; 39; 155237; 26401; 22552945; 155165; 2
11:41.956;ID:13;13;100; 359; 55; 157764; 31866; 22540209; 168006; 2
11:41.959;ID:8;8;100; 291; 52; 165856; 28864; 22546503; 161684; 2
11:41.990;ID:3;3;100; 1554; 750; 259119; 127212; 22130251; 577913; 1
