0;49;22
0;28;34
0;29;38
0;47;51
0;36;137
0;33;219
0;42;220
0;38;230
0;44;253
0;35;254
0;48;332
0;31;332
0;41;340
0;39;366
0;37;455
0;30;650
1;28;29
1;29;29
1;47;42
1;49;46
1;38;122
1;36;152
1;33;234
1;42;235
1;35;261
1;44;261
1;41;356
1;27;376
1;48;408
1;31;409
1;37;470
1;32;470
1;46;590
1;45;719
1;50;945
1;40;1129
1;43;1132
1;34;1212
2;28;21
2;47;34
2;49;39
2;29;51
2;35;105
2;44;105
2;38;115
2;39;186
2;36;209
2;41;302
2;27;312
2;46;395
2;37;418
2;32;418
2;33;497
2;42;498
2;50;536
2;40;653
2;43;654
2;31;687
2;34;767
2;51;838
3;47;26
3;49;30
3;28;42
3;29;46
3;41;112
3;44;219
3;38;219
3;35;219
3;37;259
3;32;259
3;27;298
3;46;387
3;36;399
3;39;408
3;33;540
3;42;541
3;50;601
3;40;713
3;43;715
3;34;890
4;49;22
4;28;38
4;29;38
4;47;51
4;44;117
4;35;117
4;38;193
4;36;200
4;33;282
4;42;283
4;39;295
4;41;372
4;27;403
4;48;475
4;31;475
4;37;486
4;32;486
4;46;579
4;45;898
5;28;29
5;29;29
5;47;42
5;49;46
5;36;121
5;38;152
5;44;203
5;35;203
5;33;203
5;42;204
5;48;283
5;31;284
5;39;287
5;41;301
5;37;384
5;27;388
5;46;512
5;30;587
5;50;650
5;40;793
5;45;828
6;28;21
6;29;21
6;47;34
6;49;38
6;41;149
6;35;165
6;44;165
6;27;251
6;37;292
6;32;292
6;46;338
6;36;351
6;39;362
6;50;418
6;40;503
6;43;504
6;34;649
7;47;26
7;49;31
7;28;43
7;29;47
7;36;106
7;38;170
7;44;197
7;35;197
7;41;263
7;27;276
7;33;364
7;42;364
7;39;375
7;46;394
7;50;473
7;37;482
7;48;530
7;40;589
7;43;590
7;51;642
7;45;1014
8;49;22
8;28;33
8;29;37
8;47;50
8;41;102
8;38;185
8;36;198
8;37;252
8;32;252
8;44;323
8;35;323
8;33;343
8;42;344
8;39;465
8;48;486
8;31;487
8;27;550
8;46;634
8;50;713
8;51;976
8;45;1029
8;40;1090
8;43;1091
8;34;1263
9;28;29
9;29;30
9;47;42
9;49;47
9;38;121
9;44;172
9;35;172
9;41;247
9;27;251
9;39;350
9;36;352
9;46;371
9;32;394
9;37;394
9;50;452
9;33;512
9;42;513
9;40;598
9;43;599
9;34;712
9;48;732
9;51;822
10;28;21
10;29;21
10;47;34
10;49;38
10;35;104
10;44;104
10;36;207
10;38;207
10;39;217
10;33;289
10;42;290
10;27;302
10;48;369
10;31;370
10;41;387
10;46;446
10;37;501
10;50;648
10;30;654
10;40;822
10;43;823
10;51;845
11;47;26
11;49;30
11;28;42
11;29;46
11;36;105
11;38;138
11;35;246
11;44;246
11;33;254
11;42;255
11;39;326
11;27;423
11;48;476
11;46;543
