12:1.543;ID:1;1;n; 959; 322; 23539914; 78906; 22901234; 717007; 0
14:43.455;ID:10;10;100; 173; 47; 787037; 15250; 28594677; 336791; 3
14:43.529;ID:8;8;100; 250; 66; 786950; 21429; 28576501; 354735; 3
14:43.618;ID:11;11;100; 182; 54; 763694; 15906; 28590277; 341189; 3
14:43.731;ID:6;6;100; 1056; 357; 848639; 86339; 28152194; 778038; 2
14:43.790;ID:2;2;100; 1057; 561; 936162; 86579; 28033738; 896279; 1
14:43.844;ID:12;12;100; 136; 38; 781875; 12224; 28603593; 327945; 3
14:43.987;ID:5;5;100; 1073; 467; 855436; 87729; 28162190; 768067; 2
14:44.112;ID:14;14;100; 170; 46; 783294; 15012; 28595679; 335904; 3
14:44.123;ID:13;13;100; 171; 53; 783130; 14926; 28596732; 334814; 3
14:44.127;ID:3;3;100; 1030; 900; 942793; 84566; 27967878; 962088; 1
14:44.128;ID:9;9;100; 177; 42; 778367; 15389; 28595540; 335767; 3
14:44.164;ID:4;4;100; 1051; 552; 860520; 86129; 28158669; 771553; 2
14:44.242;ID:15;15;100; 159; 49; 773894; 14063; 28595911; 335608; 3
14:44.274;ID:7;7;100; 1078; 554; 923908; 88269; 28140939; 789178; 2
