12:1.543;ID:1;1;n; 1163; 108; 23530129; 87953; 22888216; 728782; 0
14:43.455;ID:10;10;100; 173; 47; 772984; 15250; 28594879; 336625; 3
14:43.529;ID:8;8;81; 263; 70; 766113; 22480; 28574937; 356343; 3
14:43.618;ID:11;11;100; 182; 54; 766357; 15906; 28590868; 340600; 3
14:43.731;ID:6;6;96; 1274; 206; 811706; 97790; 28241608; 688528; 2
14:43.790;ID:2;2;100; 1297; 327; 903163; 99314; 28104719; 825163; 1
14:43.844;ID:12;12;95; 136; 38; 757953; 12224; 28605199; 326388; 3
14:43.987;ID:5;5;100; 1312; 216; 815452; 100585; 28236540; 693621; 2
14:44.112;ID:14;14;99; 170; 46; 775888; 15012; 28595932; 335647; 3
14:44.123;ID:13;13;96; 171; 53; 764342; 14926; 28597643; 333897; 3
14:44.127;ID:3;3;99; 1268; 321; 904267; 97337; 28109164; 820734; 1
14:44.128;ID:9;9;100; 190; 47; 773737; 16438; 28590707; 340552; 3
14:44.164;ID:4;4;100; 1326; 221; 820691; 102007; 28228162; 702005; 2
14:44.241;ID:15;15;99; 159; 49; 763601; 14063; 28596449; 335173; 3
14:44.275;ID:7;7;99; 1304; 221; 817142; 100143; 28230265; 699819; 2
