12:2.030;ID:1;1;n; 958; 389; 23540506; 78825; 22880218; 738544; 0
14:43.363;ID:11;11;100; 179; 51; 766210; 15875; 28591368; 340103; 3
14:43.375;ID:7;7;100; 1080; 363; 852311; 88445; 28168086; 762171; 2
14:43.457;ID:6;6;100; 1081; 493; 852701; 88421; 28171154; 758954; 2
14:43.565;ID:2;2;100; 988; 695; 951517; 80804; 28018419; 911652; 1
14:43.566;ID:10;10;100; 183; 54; 770965; 16068; 28591104; 340453; 3
14:43.583;ID:12;12;100; 178; 57; 777709; 15616; 28592258; 339255; 3
14:43.675;ID:4;4;100; 1060; 580; 861274; 86818; 28163304; 766901; 2
14:43.736;ID:9;9;100; 314; 82; 767913; 26492; 28565529; 365757; 3
14:43.806;ID:5;5;100; 1134; 555; 860741; 92843; 28142370; 787770; 2
14:43.845;ID:3;3;100; 1018; 715; 951322; 83556; 28016470; 913597; 1
14:43.872;ID:13;13;100; 177; 46; 763989; 15408; 28594389; 337124; 3
14:43.885;ID:14;14;100; 162; 43; 788480; 14181; 28598680; 332909; 3
14:44.005;ID:8;8;100; 231; 63; 774117; 19900; 28579758; 351530; 3
14:44.227;ID:15;15;100; 170; 45; 791047; 14967; 28595555; 336028; 3
