12:1.127;ID:1;1;n; 952; 288; 23540479; 78315; 22907761; 710448; 0
14:43.369;ID:7;7;100; 1074; 547; 875858; 88161; 28158677; 771581; 2
14:43.403;ID:10;10;100; 270; 79; 793367; 22893; 28569326; 362123; 3
14:43.405;ID:6;6;100; 1101; 498; 867864; 90183; 28137920; 792332; 2
14:43.467;ID:5;5;100; 1067; 671; 869522; 87261; 28123985; 806217; 2
14:43.495;ID:8;8;100; 253; 69; 772795; 21829; 28577903; 353392; 3
14:43.566;ID:4;4;100; 1069; 514; 863450; 87582; 28153581; 776658; 2
14:43.590;ID:13;13;100; 187; 63; 791326; 16198; 28650608; 345343; 3
14:43.898;ID:14;14;100; 179; 46; 773572; 15551; 28591409; 340157; 3
14:43.928;ID:9;9;100; 193; 66; 789008; 16871; 28588252; 343104; 3
14:44.057;ID:11;11;100; 196; 52; 791384; 17074; 28590235; 341300; 3
14:44.065;ID:15;15;100; 173; 55; 761925; 15204; 28593051; 338482; 3
14:44.081;ID:3;3;100; 1026; 745; 976462; 84212; 27968532; 961398; 1
14:44.114;ID:2;2;100; 1023; 496; 963543; 83924; 28021840; 908137; 1
14:44.314;ID:12;12;100; 165; 46; 768797; 14557; 28593407; 338155; 3
