12:1.456;ID:1;1;n; 950; 416; 23540897; 78162; 22896815; 721699; 0
14:43.376;ID:10;10;100; 212; 62; 768777; 18237; 28585122; 346398; 3
14:43.426;ID:14;14;100; 173; 48; 768204; 15261; 28595452; 336132; 3
14:43.428;ID:11;11;100; 188; 58; 774619; 16596; 28587251; 344313; 3
14:43.457;ID:13;13;100; 158; 52; 782056; 13878; 28596572; 334858; 3
14:43.489;ID:2;2;100; 1049; 785; 950664; 85782; 27960127; 969847; 1
14:43.594;ID:7;7;100; 1114; 475; 859596; 91126; 28144452; 785594; 2
14:43.743;ID:8;8;100; 195; 54; 768863; 16968; 28587557; 343720; 3
14:43.758;ID:3;3;100; 1020; 834; 947802; 83723; 27997534; 932422; 1
14:43.964;ID:6;6;100; 1065; 592; 864843; 87153; 28106382; 823762; 2
14:44.060;ID:4;4;100; 1093; 422; 859743; 89599; 28144171; 785967; 2
14:44.096;ID:9;9;100; 200; 55; 767928; 17256; 28586394; 344811; 3
14:44.109;ID:12;12;100; 144; 46; 788845; 13057; 28600732; 330800; 3
14:44.161;ID:5;5;100; 1106; 453; 861634; 90606; 28136342; 793806; 2
14:44.163;ID:15;15;100; 166; 49; 769691; 14624; 28595236; 336312; 3
