12:2.015;ID:1;1;n; 1163; 107; 23530133; 87952; 22902661; 714939; 0
14:43.363;ID:11;11;100; 165; 47; 778730; 14743; 28596984; 334562; 3
14:43.375;ID:7;7;100; 1372; 241; 824469; 105753; 28210311; 719809; 2
14:43.457;ID:6;6;97; 1301; 230; 821485; 99957; 28230255; 699862; 2
14:43.565;ID:2;2;100; 1273; 314; 929450; 97617; 28098277; 831610; 1
14:43.566;ID:10;10;100; 170; 48; 771576; 15009; 28596185; 335284; 3
14:43.582;ID:12;12;97; 178; 57; 765063; 15616; 28593118; 338355; 3
14:43.675;ID:4;4;100; 1351; 225; 832631; 104065; 28222658; 707472; 2
14:43.736;ID:9;9;100; 322; 89; 768585; 27140; 28561495; 369767; 3
14:43.806;ID:5;5;100; 1370; 239; 817070; 105295; 28213151; 716986; 2
14:43.845;ID:3;3;100; 1301; 336; 911287; 99978; 28088213; 841739; 1
14:43.872;ID:13;13;97; 177; 46; 761353; 15408; 28595100; 336388; 3
14:43.885;ID:14;14;100; 176; 48; 775575; 15313; 28593549; 337950; 3
14:44.005;ID:8;8;100; 250; 77; 783907; 21438; 28573295; 357922; 3
14:44.227;ID:15;15;100; 183; 49; 770911; 16015; 28590778; 340812; 3
