12:1.449;ID:1;1;n; 1163; 107; 23530133; 87954; 22888992; 727201; 0
14:43.376;ID:10;10;100; 217; 64; 776443; 18636; 28584299; 347203; 3
14:43.426;ID:14;14;100; 165; 49; 764083; 14441; 28597621; 333872; 3
14:43.428;ID:11;11;100; 198; 61; 773033; 17406; 28591025; 346371; 3
14:43.457;ID:13;13;100; 158; 52; 785151; 13878; 28596466; 334975; 3
14:43.489;ID:2;2;100; 1300; 332; 916879; 99572; 28097324; 832593; 1
14:43.595;ID:7;7;100; 1374; 245; 816412; 105727; 28220251; 709807; 2
14:43.743;ID:8;8;100; 181; 50; 763783; 15841; 28593253; 338053; 3
14:43.758;ID:3;3;100; 1255; 296; 894586; 96061; 28124495; 805511; 1
14:43.964;ID:6;6;100; 1317; 220; 816453; 101019; 28234446; 695565; 2
14:44.060;ID:4;4;100; 1303; 204; 815196; 100001; 28234764; 695309; 2
14:44.096;ID:9;9;100; 186; 50; 765462; 16126; 28592121; 339187; 3
14:44.109;ID:12;12;100; 144; 46; 772198; 13057; 28601319; 330164; 3
14:44.162;ID:5;5;100; 1359; 247; 836927; 104589; 28216066; 714033; 2
14:44.163;ID:15;15;100; 161; 47; 770464; 14221; 28597464; 334138; 3
