12:2.005;ID:1;1;n; 1163; 107; 23530120; 87969; 22840194; 772198; 0
14:43.403;ID:10;10;97; 186; 53; 766670; 16306; 28590653; 340958; 2
14:43.468;ID:7;7;100; 173; 49; 764198; 15207; 28592910; 338457; 2
14:43.645;ID:4;4;100; 1195; 228; 826354; 91295; 28160438; 770855; 1
14:43.730;ID:13;13;100; 170; 44; 775964; 14830; 28591618; 339912; 2
14:43.771;ID:8;8;100; 181; 59; 766649; 16017; 28588825; 342396; 2
14:43.812;ID:6;6;100; 167; 52; 763464; 14609; 28593318; 338003; 2
14:43.819;ID:5;5;100; 241; 63; 769296; 20539; 28581132; 350025; 2
14:43.843;ID:12;12;100; 168; 45; 763587; 14981; 28596253; 335321; 2
14:43.911;ID:11;11;100; 168; 44; 765968; 14799; 28595908; 335641; 2
14:44.012;ID:3;3;100; 1228; 247; 835616; 94111; 28145698; 785591; 1
14:44.236;ID:2;2;100; 1225; 229; 828540; 93572; 28160277; 771013; 1
14:44.282;ID:9;9;100; 182; 54; 763094; 15800; 28588763; 342623; 2
