12:2.086;ID:1;1;n; 1395; 797; 23504596; 114162; 22678776; 934622; 0
14:43.332;ID:9;9;100; 228; 62; 802918; 19513; 28579703; 351643; 2
14:43.343;ID:7;7;100; 154; 46; 766225; 13672; 28595367; 336034; 2
14:43.431;ID:12;12;100; 168; 49; 778639; 14806; 28593055; 338433; 2
14:43.504;ID:4;4;100; 1325; 591; 890929; 108406; 27962814; 968499; 1
14:43.511;ID:13;13;100; 187; 50; 766201; 16203; 28589466; 342107; 2
14:43.684;ID:3;3;100; 1312; 733; 920463; 107340; 27956075; 975242; 1
14:43.810;ID:10;10;100; 173; 43; 800245; 15250; 28594822; 336785; 2
14:43.959;ID:8;8;100; 162; 42; 798172; 14334; 28596058; 335345; 2
14:44.051;ID:6;6;100; 164; 45; 782828; 14344; 28597129; 334275; 2
14:44.053;ID:5;5;100; 171; 45; 788894; 14919; 28596206; 335171; 2
14:44.090;ID:2;2;100; 1308; 730; 920268; 106691; 27982030; 949331; 1
14:44.115;ID:11;11;100; 168; 51; 782670; 14806; 28594087; 337434; 2
