12:1.913;ID:1;1;n; 1163; 107; 23530119; 87966; 22834292; 777548; 0
14:43.321;ID:8;8;100; 219; 63; 766870; 19099; 28581772; 349593; 2
14:43.362;ID:4;4;100; 1199; 222; 826849; 91610; 28161522; 769721; 1
14:43.390;ID:12;12;100; 167; 48; 761897; 14882; 28595143; 336471; 2
14:43.479;ID:5;5;100; 167; 47; 767232; 14598; 28596732; 334607; 2
14:43.572;ID:11;11;100; 153; 46; 774875; 13596; 28594093; 337487; 2
14:43.632;ID:10;10;38; 183; 46; 766269; 16059; 28604080; 327589; 2
14:43.720;ID:2;2;100; 1213; 231; 829354; 92600; 28157864; 773451; 1
14:43.720;ID:7;7;100; 158; 40; 764508; 14005; 28597001; 334387; 2
14:43.981;ID:13;13;94; 161; 52; 778087; 14116; 28598278; 333222; 2
14:43.993;ID:6;6;100; 165; 44; 762660; 14431; 28596721; 334655; 2
14:44.076;ID:9;9;96; 232; 63; 767463; 20028; 28580241; 351082; 2
14:44.138;ID:3;3;100; 1205; 226; 826309; 92067; 28169821; 761505; 1
