12:2.005;ID:1;1;n; 1395; 442; 23504603; 114131; 22746438; 866951; 0
14:43.404;ID:10;10;100; 183; 54; 784342; 15890; 28590588; 340953; 2
14:43.468;ID:7;7;100; 168; 48; 795671; 14803; 28593844; 337445; 2
14:43.646;ID:4;4;100; 1313; 635; 894691; 107309; 27942279; 989021; 1
14:43.730;ID:13;13;100; 175; 47; 764980; 15236; 28594191; 337423; 2
14:43.771;ID:8;8;100; 173; 56; 784471; 15197; 28590419; 340947; 2
14:43.812;ID:6;6;100; 173; 50; 795275; 15266; 28593362; 338042; 2
14:43.819;ID:5;5;100; 252; 66; 768383; 21429; 28578800; 352578; 2
14:43.843;ID:12;12;100; 170; 44; 781947; 15143; 28595480; 336053; 2
14:43.911;ID:11;11;100; 163; 43; 786951; 14395; 28596587; 335031; 2
14:44.013;ID:3;3;100; 1354; 972; 931219; 110723; 27860511; 1070797; 1
14:44.237;ID:2;2;100; 1329; 747; 905769; 108525; 27916916; 1014404; 1
14:44.282;ID:9;9;100; 182; 54; 766047; 15802; 28588805; 342620; 2
