12:1.266;ID:1;1;n; 1163; 107; 23530118; 87968; 22831348; 780795; 0
14:43.456;ID:2;2;100; 1230; 248; 836293; 94167; 28145354; 785965; 1
14:43.476;ID:7;7;100; 163; 54; 765411; 14401; 28591483; 339905; 2
14:43.614;ID:12;12;98; 152; 42; 763395; 13516; 28599195; 332352; 2
14:43.639;ID:10;10;100; 160; 49; 766224; 13985; 28597991; 333583; 2
14:44.021;ID:11;11;100; 162; 45; 762908; 14315; 28597036; 334507; 2
14:44.072;ID:4;4;100; 1191; 230; 826043; 90973; 28163588; 767711; 1
14:44.095;ID:6;6;100; 178; 52; 781842; 15493; 28585334; 345780; 2
14:44.137;ID:9;9;100; 213; 58; 767327; 18495; 28586712; 344710; 2
14:44.160;ID:3;3;100; 1231; 230; 827699; 94162; 28156703; 774656; 1
14:44.217;ID:13;13;100; 167; 55; 763833; 14611; 28594549; 336999; 2
14:44.289;ID:5;5;100; 208; 60; 763076; 18087; 28581913; 349506; 2
14:44.310;ID:8;8;100; 163; 51; 765573; 14385; 28595206; 336211; 2
