12:1.725;ID:1;1;n; 1397; 684; 23504455; 114295; 22702948; 910430; 0
14:43.378;ID:7;7;100; 153; 43; 778447; 13600; 28598377; 332964; 2
14:43.460;ID:6;6;100; 171; 47; 776893; 14919; 28595190; 336175; 2
14:43.590;ID:2;2;100; 1336; 669; 908789; 108936; 27945727; 985586; 1
14:43.780;ID:5;5;100; 236; 69; 788116; 20363; 28579316; 352044; 2
14:43.834;ID:9;9;100; 216; 56; 780796; 18550; 28584166; 347238; 2
14:43.839;ID:10;10;100; 185; 54; 793468; 16206; 28589697; 341922; 2
14:44.043;ID:12;12;100; 174; 50; 767350; 15292; 28592658; 338947; 2
14:44.057;ID:13;13;100; 247; 65; 785364; 21058; 28576253; 355304; 2
14:44.117;ID:3;3;100; 1355; 761; 929883; 110817; 27946392; 984853; 1
14:44.117;ID:11;11;100; 165; 49; 782822; 14559; 28592266; 339382; 2
14:44.232;ID:8;8;100; 182; 52; 792846; 15939; 28590283; 341120; 2
14:44.245;ID:4;4;100; 1353; 655; 935708; 110638; 27924419; 1006876; 1
