12:1.422;ID:1;1;n; 1163; 107; 23530118; 87968; 22831377; 781337; 0
14:43.447;ID:9;9;98; 187; 50; 765117; 16226; 28592449; 338920; 2
14:43.535;ID:10;10;100; 177; 50; 764681; 15576; 28594123; 337528; 2
14:43.700;ID:13;13;94; 167; 47; 779941; 14597; 28597221; 334354; 2
14:43.768;ID:12;12;100; 177; 48; 765887; 15534; 28594242; 337322; 2
14:43.811;ID:11;11;100; 169; 47; 762995; 14903; 28596556; 335001; 2
14:43.952;ID:8;8;100; 185; 49; 777353; 16358; 28590703; 340537; 2
14:43.956;ID:4;4;100; 1203; 235; 824616; 91874; 28161601; 769660; 1
14:43.968;ID:6;6;100; 184; 56; 771182; 15974; 28590389; 340992; 2
14:43.998;ID:3;3;100; 1190; 234; 831052; 90856; 28160863; 770413; 1
14:44.120;ID:7;7;100; 168; 49; 784214; 14808; 28592437; 338943; 2
14:44.141;ID:5;5;100; 185; 48; 767459; 16068; 28592724; 338565; 2
14:44.199;ID:2;2;100; 1206; 230; 832070; 92023; 28157377; 773915; 1
