12:1.435;ID:1;1;n; 1163; 107; 23530120; 87965; 23094039; 522560; 0
14:43.915;ID:5;5;100; 1233; 181; 790790; 94175; 28332305; 596830; 4
14:44.021;ID:6;6;100; 181; 54; 767917; 15728; 28592131; 339096; 5
14:44.081;ID:3;3;100; 1364; 231; 841373; 104921; 28246267; 682961; 2
14:44.136;ID:2;2;100; 1208; 248; 848446; 92161; 28243326; 685720; 1
14:44.277;ID:4;4;100; 1280; 206; 828954; 98297; 28289662; 639690; 3
